"study","n0","mu0","sd0","n1","mu1","sd1","y.cohen","s2.cohen","y.hedges","s2.hedges","cohen.dl.theta","hedges.dl.theta"
"Study17",28,-0.833747435701467,3.31652076356113,27,-0.170443282989241,3.31652076356113,0.473517011098186,0.0748665902965997,0.466784541746079,0.0747321210096236,0.142457667941367,0.140936925108621
"Study18",35,-0.588187422619948,4.50099970120937,34,0.312012517621925,4.50099970120937,-0.124478994196342,0.058098827754894,-0.123080353812114,0.0580929669982857,0.142457667941367,0.140936925108621
"Study19",28,-0.183492772001156,2.99164428003132,27,0.414836084005109,2.99164428003132,-0.282075808815117,0.0735019525807445,-0.278065252291679,0.0734542344288867,0.142457667941367,0.140936925108621
"Study20",28,0.742921868668801,1.13448258209974,28,0.969818385088749,1.13448258209974,-0.00644046841998977,0.0714289554992517,-0.00635060141878061,0.0714289315190927,0.142457667941367,0.140936925108621
"Study21",25,0.555556293583612,1.3071962101385,25,0.816995535611312,1.3071962101385,0.209837148673263,0.0804586628017013,0.206541277228133,0.0804265929919903,0.142457667941367,0.140936925108621
"Study22",32,0.320382166839087,4.40641608368605,32,1.2016653835763,4.40641608368605,-0.167401939750458,0.0627259952373566,-0.165368717810169,0.0627136469752358,0.142457667941367,0.140936925108621
"Study23",27,0.0842740194423153,1.26682508178055,26,0.337639035798426,1.26682508178055,0.186395691225401,0.0758391966133539,0.183641075098917,0.0758167268614386,0.142457667941367,0.140936925108621
"Study24",45,-1.04979186611688,2.0495581002906,44,-0.63988024605876,2.0495581002906,0.0875889105177275,0.0449935858532058,0.086831657689044,0.044991853021276,0.142457667941367,0.140936925108621
"Study25",34,0.816070861235789,4.21330517344177,33,1.65873189592414,4.21330517344177,0.56725560342464,0.0621900174675023,0.560685075199644,0.062060823020492,0.142457667941367,0.140936925108621
"Study26",34,0.924139286101788,4.15037466958165,33,1.75421422001812,4.15037466958165,0.161330586175485,0.0599150069938029,0.15946189212712,0.0599045569122019,0.142457667941367,0.140936925108621
"Study27",44,2.04769121484878,3.88195223454386,43,2.82408166175756,3.88195223454386,0.305481064626327,0.0465320200974978,0.302777692372997,0.0465099506520181,0.142457667941367,0.140936925108621
"Study28",43,0.994455909979703,2.85197972413152,43,1.56485185480601,2.85197972413152,-0.0124388672472541,0.04651254889161,-0.0123274744062339,0.0465125114338676,0.142457667941367,0.140936925108621
"Study29",45,0.569380722059656,1.21117028500885,44,0.811614779061426,1.21117028500885,-0.10524379517779,0.0450131515956066,-0.104333906458673,0.045010649803635,0.142457667941367,0.140936925108621
"Study30",31,0.103766046581868,1.70274666231126,31,0.444315379044119,1.70274666231126,0.0051321802453834,0.0645163485262087,0.0050677595728472,0.0645163361466701,0.142457667941367,0.140936925108621
"Study31",26,-1.55567430196683,1.57869101781398,25,-1.23993609840403,1.57869101781398,0.194287491065926,0.0788467183511782,0.191298452741835,0.0788203139323367,0.142457667941367,0.140936925108621
"Study32",28,0.0322201437356007,4.78835182450712,27,0.989890508637024,4.78835182450712,0.118180212193715,0.0728830827754185,0.116499924816553,0.0728747066829797,0.142457667941367,0.140936925108621
"Study33",41,0.785856919306975,3.11739135347307,40,1.40933519000159,3.11739135347307,0.39473277831891,0.0503764082459793,0.390973418525397,0.0503338254702997,0.142457667941367,0.140936925108621
"Study34",26,1.61098012198447,4.02373934630305,25,2.41572799124508,4.02373934630305,-0.09227977141847,0.0785484318922838,-0.0908600826274166,0.0785424752714901,0.142457667941367,0.140936925108621
"Study35",47,-0.396770027342833,3.61618137918413,46,0.326466248493992,3.61618137918413,-0.102223720700499,0.0430731420534956,-0.101378896562478,0.0430709825271421,0.142457667941367,0.140936925108621
"Study36",45,-2.16139518133016,1.47121554240584,45,-1.86715207284899,1.47121554240584,0.428606431231421,0.0454882141767907,0.424943128400383,0.0454476481243039,0.142457667941367,0.140936925108621
"Study37",40,1.72720493926102,3.58792084082961,39,2.44478910742694,3.58792084082961,-0.00496281193924838,0.050641185572859,-0.00491431540564009,0.0506411784922656,0.142457667941367,0.140936925108621
"Study38",44,0.802286523365279,2.69860193971545,43,1.34200691130837,2.69860193971545,0.229815545346956,0.0462937642388971,0.22778177945893,0.0462812736868156,0.142457667941367,0.140936925108621
"Study39",33,-0.163594285537389,4.09724004007876,32,0.655853722478363,4.09724004007876,0.248924408519623,0.0620448030106243,0.245949216385923,0.0620183458187291,0.142457667941367,0.140936925108621
"Study40",37,0.193465796213646,4.96799173951149,36,1.18706414411594,4.96799173951149,-0.0238281955168491,0.0548088032759428,-0.0235755998046563,0.0548086117151209,0.142457667941367,0.140936925108621
"Study41",29,-0.417273691720545,2.78491091076285,29,0.139708490432024,2.78491091076285,0.683444563871976,0.0731360214546486,0.674250242384909,0.0728845981841044,0.142457667941367,0.140936925108621
"Study42",27,-0.959165820697319,4.02093702275306,27,-0.154978416146707,4.02093702275306,0.258719090704433,0.074717685303833,0.254969538665239,0.0746760135708071,0.142457667941367,0.140936925108621
"Study43",34,-0.690177276796034,3.7166748708114,34,0.0531576973662463,3.7166748708114,0.246641272959426,0.0592843772718181,0.243827874408558,0.059260676708372,0.142457667941367,0.140936925108621
"Study44",27,-0.813333429598472,2.44271721597761,26,-0.324789986402951,2.44271721597761,0.480189249695269,0.0777591805527216,0.47309285684263,0.0776100552268351,0.142457667941367,0.140936925108621
"Study45",36,0.134298450315176,1.70303709898144,35,0.474905870111464,1.70303709898144,-0.054244401530616,0.0563705284875934,-0.0536526444230092,0.0563694782242316,0.142457667941367,0.140936925108621
"Study46",41,-2.10819644169937,1.14106985274702,40,-1.87998247114996,1.14106985274702,0.222732975099027,0.0497042311062141,0.220611708669513,0.0496906730752914,0.142457667941367,0.140936925108621
"Study47",41,0.328715350307656,3.48277588468045,40,1.02527052724375,3.48277588468045,-0.210384464797675,0.0496703807570479,-0.208380803228173,0.0496582843910441,0.142457667941367,0.140936925108621
"Study48",41,0.918243253796422,1.79139337129891,41,1.2765219280562,1.79139337129891,0.174163684979058,0.0489700689871623,0.172525781985525,0.0489619825942056,0.142457667941367,0.140936925108621
"Study49",38,0.525346148250064,4.91641956660897,38,1.50863006157186,4.91641956660897,0.307197955714886,0.0532692180284185,0.304073908707616,0.0532398746181364,0.142457667941367,0.140936925108621
"Study50",25,-0.975329236280591,2.71939928084612,25,-0.431449380111367,2.71939928084612,-0.0658149883115944,0.0800451209654839,-0.0647812450396845,0.0800419660970889,0.142457667941367,0.140936925108621
