"study","n0","mu0","sd0","n1","mu1","sd1","y.cohen","s2.cohen","y.hedges","s2.hedges","cohen.dl.theta","hedges.dl.theta"
"Study21",3,0.555556293583612,1.3071962101385,2,0.816995535611312,1.3071962101385,0.340193791082635,0.852621969248529,0.247413666241916,0.83945468555766,0.260377086420093,0.228367654858621
"Study22",3,0.320382166839087,4.40641608368605,3,1.2016653835763,4.40641608368605,0.523772607690994,0.700958884737595,0.419018086152796,0.681298013043596,0.260377086420093,0.228367654858621
"Study23",3,0.0842740194423153,1.26682508178055,2,0.337639035798426,1.26682508178055,0.905530452211235,0.969997566646981,0.658567601608171,0.876704461922127,0.260377086420093,0.228367654858621
"Study24",5,-1.04979186611688,2.0495581002906,4,-0.63988024605876,2.0495581002906,0.123572900192613,0.451090732975858,0.109842577948989,0.450670299551693,0.260377086420093,0.228367654858621
"Study25",4,0.816070861235789,4.21330517344177,3,1.65873189592414,4.21330517344177,0.382495999069743,0.597963652263769,0.322101893953468,0.590744021196791,0.260377086420093,0.228367654858621
"Study26",4,0.924139286101788,4.15037466958165,3,1.75421422001812,4.15037466958165,0.731800670804461,0.636886555512319,0.616253196466914,0.610459619201597,0.260377086420093,0.228367654858621
"Study27",5,2.04769121484878,3.88195223454386,4,2.82408166175756,3.88195223454386,1.17552144005179,0.548703618287245,1.0449079467127,0.510657367616853,0.260377086420093,0.228367654858621
"Study28",5,0.994455909979703,2.85197972413152,4,1.56485185480601,2.85197972413152,-0.280545756127206,0.45562185152007,-0.249374005446405,0.453454855255132,0.260377086420093,0.228367654858621
"Study29",5,0.569380722059656,1.21117028500885,4,0.811614779061426,1.21117028500885,-0.294930920396578,0.456213160557569,-0.262160818130291,0.453818238586819,0.260377086420093,0.228367654858621
"Study30",3,0.103766046581868,1.70274666231126,3,0.444315379044119,1.70274666231126,-1.24793433371394,0.861334179324424,-0.998347466971154,0.749724805400643,0.260377086420093,0.228367654858621
"Study31",3,-1.55567430196683,1.57869101781398,2,-1.23993609840403,1.57869101781398,1.80923391086831,1.37888789070598,1.3158064806315,1.00646800278052,0.260377086420093,0.228367654858621
"Study32",3,0.0322201437356007,4.78835182450712,2,0.989890508637024,4.78835182450712,3.02739385305209,2.36085225691626,2.20174098403788,1.31809966941254,0.260377086420093,0.228367654858621
"Study33",4,0.785856919306975,3.11739135347307,4,1.40933519000159,3.11739135347307,0.18539109018729,0.502864154693403,0.161209643641122,0.501624284325181,0.260377086420093,0.228367654858621
"Study34",3,1.61098012198447,4.02373934630305,2,2.41572799124508,4.02373934630305,-0.326731838277455,0.851125615690694,-0.237623155110877,0.838979809717818,0.260377086420093,0.228367654858621
"Study35",5,-0.396770027342833,3.61618137918413,5,0.326466248493992,3.61618137918413,1.25306158565159,0.49813520858973,1.13179756123369,0.464048285980727,0.260377086420093,0.228367654858621
"Study36",5,-2.16139518133016,1.47121554240584,4,-1.86715207284899,1.47121554240584,-0.227622603590629,0.453700860690384,-0.20233120319167,0.452274328654722,0.260377086420093,0.228367654858621
"Study37",4,1.72720493926102,3.58792084082961,4,2.44478910742694,3.58792084082961,0.154746535873955,0.501995540863749,0.134562205107787,0.501131686690217,0.260377086420093,0.228367654858621
"Study38",5,0.802286523365279,2.69860193971545,4,1.34200691130837,2.69860193971545,-0.0711343113372691,0.450361435017816,-0.0632304989664614,0.450222116444419,0.260377086420093,0.228367654858621
"Study39",3,-0.163594285537389,4.09724004007876,3,0.655853722478363,4.09724004007876,0.680030385089655,0.724471832247315,0.544024308071724,0.691330203981076,0.260377086420093,0.228367654858621
"Study40",4,0.193465796213646,4.96799173951149,3,1.18706414411594,4.96799173951149,1.23030237042942,0.734697725601758,1.03604410141425,0.660003860481566,0.260377086420093,0.228367654858621
"Study41",3,-0.417273691720545,2.78491091076285,3,0.139708490432024,2.78491091076285,-1.33297236444723,0.888768582214171,-1.06637789155778,0.761430150633602,0.260377086420093,0.228367654858621
"Study42",3,-0.959165820697319,4.02093702275306,2,-0.154978416146707,4.02093702275306,3.15731451294837,2.49477248894574,2.29622873668973,1.3605999744533,0.260377086420093,0.228367654858621
"Study43",4,-0.690177276796034,3.7166748708114,3,0.0531576973662463,3.7166748708114,0.28875651238237,0.591671365677656,0.243163378848312,0.587556792534257,0.260377086420093,0.228367654858621
"Study44",3,-0.813333429598472,2.44271721597761,2,-0.324789986402951,2.44271721597761,-2.50235591286589,1.87696418577581,-1.81989520935701,1.16453519063739,0.260377086420093,0.228367654858621
"Study45",4,0.134298450315176,1.70303709898144,3,0.474905870111464,1.70303709898144,-3.18244491018133,1.59612889396724,-2.67995360857375,1.09634414362672,0.260377086420093,0.228367654858621
"Study46",4,-2.10819644169937,1.14106985274702,4,-1.87998247114996,1.14106985274702,0.371373563536118,0.511493193641126,0.322933533509667,0.506517879191565,0.260377086420093,0.228367654858621
"Study47",4,0.328715350307656,3.48277588468045,4,1.02527052724375,3.48277588468045,2.73246849973278,1.12219867516932,2.37605956498502,0.852853691022301,0.260377086420093,0.228367654858621
"Study48",4,0.918243253796422,1.79139337129891,4,1.2765219280562,1.79139337129891,0.388466801134674,0.512575537965317,0.337797218377977,0.507131685046494,0.260377086420093,0.228367654858621
"Study49",4,0.525346148250064,4.91641956660897,4,1.50863006157186,4.91641956660897,0.813198182922792,0.555107607059078,0.707128854715472,0.531251951073201,0.260377086420093,0.228367654858621
"Study50",3,-0.975329236280591,2.71939928084612,2,-0.431449380111367,2.71939928084612,0.37209075959836,0.856408588896414,0.27061146152608,0.840656389644261,0.260377086420093,0.228367654858621
