"study","n0","mu0","sd0","n1","mu1","sd1","y.cohen","s2.cohen","y.hedges","s2.hedges","cohen.dl.theta","hedges.dl.theta"
"Study19",337,-0.112938585414187,3.02607705723494,336,0.457749807961062,3.02607705723494,0.203768570600187,0.00597448963868062,0.203540726503355,0.0059743287445743,-0.0921335934032524,-0.0920207973115273
"Study20",295,0.858469954679362,2.8389088679105,295,1.92748436872256,2.8389088679105,0.393704831196952,0.00691146670921771,0.393202443066969,0.00691068488240155,-0.0921335934032524,-0.0920207973115273
"Study21",254,-0.0462199191942653,3.53112239949405,253,-0.284919979456648,3.53112239949405,0.0476081568681793,0.00789182113962017,0.0475374166648091,0.0078918056494823,-0.0921335934032524,-0.0920207973115273
"Study22",410,-1.30167529623557,4.41644605342299,410,-0.274022359285315,4.41644605342299,0.343223327586991,0.00495005504735815,0.342908540065511,0.00494974772368894,-0.0921335934032524,-0.0920207973115273
"Study23",490,-0.509580385016323,2.77435316052288,489,-1.80194047320299,2.77435316052288,-0.441042356374654,0.00418535490409786,-0.440703700866816,0.00418499902903715,-0.0921335934032524,-0.0920207973115273
"Study24",321,-0.29497564737506,1.4994951216504,320,-0.0645752940827948,1.4994951216504,0.183526839502498,0.00626662011896145,0.183311348105822,0.00626647622523351,-0.0921335934032524,-0.0920207973115273
"Study25",448,-1.3241353145734,2.25144664850086,447,0.967390747713975,2.25144664850086,0.954533111842328,0.0049794324364669,0.953731207799895,0.00497743754410492,-0.0921335934032524,-0.0920207973115273
"Study26",352,-0.910880358184623,1.34376674052328,352,-0.625048889684654,1.34376674052328,0.181372082949437,0.00570524826192745,0.181178240324268,0.00570513178605611,-0.0921335934032524,-0.0920207973115273
"Study27",359,-1.73185474704613,3.8425052287057,358,-4.26595535533104,3.8425052287057,-0.729799600794606,0.00595126417707636,-0.729033808978452,0.00594944620374598,-0.0921335934032524,-0.0920207973115273
"Study28",401,0.270296340158465,2.21070891898125,400,-0.466727049452697,2.21070891898125,-0.298580930335347,0.00504955442956428,-0.298300572654281,0.00504931067445306,-0.0921335934032524,-0.0920207973115273
"Study29",394,-0.470348447731317,3.12284961063415,394,-1.8231255227876,3.12284961063415,-0.420100631503922,0.00518840965143898,-0.419699644582347,0.00518791103531888,-0.0921335934032524,-0.0920207973115273
"Study30",399,1.09666068117539,1.39538849145174,399,1.1664350038593,1.39538849145174,0.0760739412535351,0.00501616653217623,0.0760022410261519,0.00501615058937406,-0.0921335934032524,-0.0920207973115273
"Study31",335,-0.991895360131923,3.22095529455692,334,-1.19538421692147,3.22095529455692,-0.133434539404376,0.00599243351168873,-0.133284444309433,0.00599236369042843,-0.0921335934032524,-0.0920207973115273
"Study32",371,1.35090698947857,1.0702427951619,371,1.35515055466587,1.0702427951619,0.0674373424262431,0.00539390841407801,0.0673689706698123,0.00539389392062609,-0.0921335934032524,-0.0920207973115273
"Study33",292,1.82502268661107,1.80884663388133,292,2.01996877961471,1.80884663388133,0.154003998929029,0.00686969069708948,0.153805454882279,0.0068695685941366,-0.0921335934032524,-0.0920207973115273
"Study34",344,0.74764347785738,3.71430045831949,344,-1.52098375253801,3.71430045831949,-0.484714049476666,0.00598519817478614,-0.484183921095904,0.00598432708535451,-0.0921335934032524,-0.0920207973115273
"Study35",311,-0.750267287791986,2.11281301919371,311,-2.02180137921295,2.11281301919371,-0.426581496166737,0.00657761959693794,-0.426065262004373,0.00657679389669361,-0.0921335934032524,-0.0920207973115273
"Study36",255,-0.820868873814105,1.16722667496651,255,-2.0670762153331,1.16722667496651,-1.03402844007293,0.00889551404120085,-1.03250107162379,0.00888829261069046,-0.0921335934032524,-0.0920207973115273
"Study37",302,0.704072886292787,2.7088227821514,302,-1.34132899664648,2.7088227821514,-0.7342047795079,0.00707023803324508,-0.733289692537179,0.00706764385197125,-0.0921335934032524,-0.0920207973115273
"Study38",423,-0.306599574351051,3.97975097224116,422,-1.0754552908895,3.97975097224116,-0.278184366894461,0.00477963393139292,-0.277936798487257,0.00477944382725357,-0.0921335934032524,-0.0920207973115273
"Study39",389,-1.18135929944649,4.08494203258306,388,0.106502463908084,4.08494203258306,0.430075516765095,0.00526734590091683,0.429659180350027,0.0052668084055724,-0.0921335934032524,-0.0920207973115273
"Study40",387,0.861662313334136,3.31088689342141,386,2.10414704513328,3.31088689342141,0.503993670316738,0.00533938028313884,0.503503245078026,0.00533863448014103,-0.0921335934032524,-0.0920207973115273
"Study41",254,1.88126732806475,3.84297158941627,254,-1.91095142556837,3.84297158941627,-1.05079561614692,0.00896509423312396,-1.04923734286543,0.00895757775754263,-0.0921335934032524,-0.0920207973115273
"Study42",457,-0.424919357573505,1.39582049567252,457,-0.230162138834153,1.39582049567252,0.0978802336779432,0.00438162010399415,0.0977997179935358,0.00438159999170657,-0.0921335934032524,-0.0920207973115273
"Study43",408,-1.48072977453333,3.50264269299805,407,0.402452824492704,3.50264269299805,0.586692391718591,0.00511967286299725,0.58615099609412,0.00511876382475572,-0.0921335934032524,-0.0920207973115273
"Study44",386,0.92612081415284,4.20894472207874,386,1.3653974661635,4.20894472207874,0.0702203895313981,0.0051845490353928,0.0701519708342256,0.00518453452008544,-0.0921335934032524,-0.0920207973115273
"Study45",456,0.47648418435099,3.13432287331671,455,-0.362392532772153,3.13432287331671,-0.300669535571884,0.0044405108198507,-0.300421390150505,0.004440319786577,-0.0921335934032524,-0.0920207973115273
"Study46",443,0.434866482598498,2.52095340657979,443,-0.749762883582559,2.52095340657979,-0.5022370612627,0.0046573435378738,-0.501810834619478,0.00465677997389475,-0.0921335934032524,-0.0920207973115273
"Study47",425,-0.330231843944483,1.58762762881815,425,-0.608168387596091,1.58762762881815,-0.170477207340196,0.00472301824811954,-0.170326387044702,0.00472294769301394,-0.0921335934032524,-0.0920207973115273
"Study48",292,0.718414121504815,2.60549897886813,291,0.462138140745149,2.60549897886813,-0.234525478276885,0.00690841773022534,-0.234222604219704,0.00690813358961633,-0.0921335934032524,-0.0920207973115273
"Study49",291,-2.80887108754827,4.17108078207821,291,-2.17103516669362,4.17108078207821,0.208068251196667,0.00691017326570804,0.207799081402105,0.00690994884727797,-0.0921335934032524,-0.0920207973115273
"Study50",410,-0.320487811522113,3.0161569789052,410,-0.259168581617195,3.0161569789052,0.0549467379507809,0.00487989422303758,0.0548963435105937,0.00487988634666514,-0.0921335934032524,-0.0920207973115273
